pdb_id,chain_a,chain_b,split,num_residues,num_binding
3M32,B,A,train,442,39
3M32,C,A,train,247,56
3M32,D,A,train,543,124
3M32,E,A,train,442,55
3M32,F,A,train,246,27
3RO3,A,B,train,159,30
3M2R,A,B,val,543,25
3M2R,B,A,val,442,39
3M2R,C,A,val,246,53
3M2R,D,A,val,543,125
3M2R,E,A,val,442,55
3M2R,F,A,val,246,26
3RM0,H,L,train,251,29
3ROF,A,B,train,158,22
3RUN,A,B,train,165,12
3RM2,H,L,train,251,34
3RMO,H,L,train,251,35
3S43,A,B,test,99,40
3S43,B,A,test,99,43
3SO6,A,Q,test,137,26
3SGB,E,I,test,185,25
3SGB,I,E,test,50,16
3SFJ,A,B,train,103,24
3SFJ,C,A,train,104,8
3S66,A,B,val,139,24
3S66,B,A,val,146,25
3SI4,H,L,train,251,33
3SOV,A,Z,train,306,16
3TT8,B,A,train,30,21
3TT8,D,A,train,30,2
3SV2,H,L,train,251,30
3T5F,H,L,val,251,32
3U23,A,B,train,56,20
3T65,B,A,val,222,54
3T65,A,B,val,219,63
3TOD,A,B,test,335,8
3SPV,A,B,train,276,42
3SPV,B,A,train,99,32
3UP3,A,P,test,242,16
3TVJ,A,B,train,83,17
3TVJ,B,A,train,242,23
3TVJ,I,A,train,35,0
3U98,H,L,train,251,30
3UF7,A,B,train,223,15
3U8O,L,H,test,30,25
3U8O,H,L,test,251,43
3TV3,L,H,test,205,51
3TV3,H,L,test,233,66
3VQG,A,B,val,85,15
3UVW,A,B,train,127,24
3UVK,A,B,train,299,27
3W19,C,D,train,38,10
3VZ9,B,D,train,103,45
3VZ9,D,B,train,60,36
3W7Y,B,A,train,30,20
3W7Y,D,A,train,30,2
3V5A,A,B,train,335,10
3W7Z,B,A,val,30,21
3W7Z,D,A,val,30,1
3VDF,A,B,train,335,7
3WA4,A,B,test,96,14
3VXE,H,L,test,257,29
3WDC,A,B,train,147,17
3WDD,A,B,train,147,16
3WDE,A,B,train,147,17
3W80,B,A,train,30,20
3W80,D,A,train,30,3
3W80,F,A,train,30,0
3W80,H,A,train,30,0
3WNF,A,B,train,133,34
3WNF,B,A,train,134,34
3WGX,A,B,train,109,10
3WGX,B,A,train,112,9
3WVD,A,B,train,194,86
3WVD,B,A,train,212,95
3X20,A,B,val,195,87
3X20,B,A,val,212,93
3X24,A,B,test,195,88
3X24,B,A,test,212,95
3X25,A,B,val,195,87
3X25,B,A,val,212,94
3X26,A,B,train,195,84
3X26,B,A,train,212,93
3ZZY,A,B,train,106,12
3ZZY,B,A,train,104,14
4ABJ,A,B,train,223,25
4A7G,A,F,train,153,21
4A7G,F,A,train,153,22
3ZOQ,A,B,train,223,19
3ZOQ,B,A,train,48,25
3ZOQ,C,A,train,53,6
4AG1,A,C,train,221,34
4AG1,C,A,train,63,22
3WQB,A,B,test,597,42
3WQB,B,A,test,99,34
4B3B,A,C,test,224,18
4B1Y,B,M,train,364,27
4B1Y,M,B,train,30,23
3ZE9,A,B,train,278,85
3ZE9,B,A,train,479,104
4B2C,A,B,train,223,40
4B2C,B,A,train,71,24
4B2C,C,A,train,223,0
4B2C,D,A,train,71,0
4B2B,A,B,train,223,33
4B2B,B,A,train,71,26
4B2B,C,A,train,223,0
4B2B,D,A,train,71,0
4BX5,A,B,val,120,42
4BX5,B,A,val,121,53
4BX5,C,A,val,119,12
4BX5,D,A,val,120,8
4CFR,A,B,test,94,38
4CFR,B,A,test,100,41
4CFR,Q,A,test,43,21
4CFQ,A,B,train,85,29
4CFQ,B,A,train,84,34
4CFQ,C,A,train,85,5
4CFQ,D,A,train,84,5
4CBU,A,G,train,357,30
4CBU,G,A,train,125,38
4CKQ,A,C,test,390,12
4CY3,A,D,train,303,23
4D8I,A,B,train,254,20
4DAT,A,B,val,221,21
4CPA,A,I,train,308,19
4CPA,I,A,train,36,12
4CPA,B,A,train,308,12
4CPA,J,A,train,36,3
3POT,A,B,train,543,25
3POT,B,A,train,442,38
3POT,C,A,train,246,55
3POT,D,A,train,543,128
3POT,E,A,train,442,56
3POT,F,A,train,246,26
4DJC,A,B,train,151,23
4DFX,E,I,val,347,36
4DRI,A,B,test,121,14
4DRI,B,A,test,96,18
4CJ0,A,B,train,534,29
4CJ0,B,A,train,60,17
4E7T,B,A,train,30,22
4E7T,D,A,train,30,4
4E7U,B,A,train,30,20
4E34,A,B,val,87,17
4E34,B,A,val,87,13
4E35,A,B,val,87,14
4E35,B,A,val,87,15
3U7Q,A,B,train,477,126
3U7Q,B,A,train,522,112
3U7Q,C,A,train,477,0
3U7Q,D,A,train,522,36
4F14,A,B,train,56,16
4DXU,A,B,train,335,8
4EJD,A,B,train,99,41
4EJD,B,A,train,99,37
4ERY,A,D,val,304,26
4FKA,B,A,train,30,21
4FKA,D,A,train,30,2
4FL8,A,B,test,99,40
4FL8,B,A,test,99,39
4FLG,B,A,train,101,44
4FLG,A,B,train,99,39
4G7X,A,B,val,92,23
4G7X,B,A,val,102,24
4FM6,B,A,train,99,40
4FM6,A,B,train,99,39
4ESA,A,B,train,142,18
4ESA,B,A,train,144,22
4ESA,C,A,train,142,9
4ESA,D,A,train,145,14
4EE6,A,B,train,280,18
4EE6,B,A,train,282,20
4EIS,A,B,train,223,11
4EIS,B,A,train,224,17
4HGC,A,I,train,223,28
4G9S,A,B,train,187,37
4G9S,B,A,train,111,37
4HI8,A,B,train,170,28
4HI8,B,A,train,72,26
4HI9,A,B,test,168,25
4HI9,B,A,test,72,25
4HPK,A,B,train,110,23
4HPK,B,A,train,113,19
4HM8,A,B,train,446,53
4HM8,B,A,train,192,45
4DG4,A,E,train,224,27
4DG4,E,A,train,58,15
4DG4,B,A,train,224,6
4DG4,C,A,train,58,16
4DG4,D,A,train,224,11
4DG4,F,A,train,58,0
4DG4,G,A,train,224,14
4DG4,H,A,train,58,0
4HVU,A,B,train,57,15
4HVV,A,B,train,56,16
4HVW,A,B,train,61,16
4GXV,H,L,train,227,52
4GXV,L,H,train,213,51
4GXV,I,H,train,227,8
4GXV,M,H,train,213,0
4HPJ,A,B,train,268,46
4HPJ,B,A,train,395,40
4IHN,B,A,train,30,19
4HY7,A,B,train,170,18
4I2L,C,D,train,41,15
4I2L,D,C,train,36,11
4HT3,A,B,train,268,44
4HT3,B,A,train,393,39
4IUM,A,B,train,127,29
4IUM,B,A,train,75,16
4J44,A,B,train,83,13
4J44,C,A,train,76,15
4J46,A,B,test,83,13
4J46,C,A,test,76,15
4J9C,A,B,train,58,17
4HDR,A,B,val,335,44
4HDR,B,A,val,329,43
4HDR,C,A,val,331,0
4HDR,D,A,val,328,4
4J47,A,B,train,83,13
4J47,C,A,train,76,15
4J73,A,B,train,295,15
4J9E,A,B,train,56,17
4J9E,C,A,train,56,1
4J9E,E,A,train,57,12
4JMG,A,B,train,197,28
4JJ7,A,B,val,241,20
4J9F,A,B,val,62,16
4J9F,C,A,val,57,2
4J9F,E,A,val,60,11
4JOE,A,B,train,87,15
4JOE,B,A,train,87,13
4JOF,A,B,train,87,19
4JOF,B,A,train,87,14
4JOJ,A,B,train,87,12
4JOJ,B,A,train,87,17
4JOK,A,B,val,87,13
4JOK,B,A,val,87,15
4K7L,B,A,train,102,21
4K12,A,B,train,64,20
4K12,B,A,train,82,14
4K1E,A,B,train,223,29
4JOR,A,B,train,87,11
4JOR,B,A,train,87,14
4IUC,L,S,test,601,103
4IUC,S,L,test,265,96
4IUD,L,S,train,594,103
4IUD,S,L,train,265,95
4K8Y,A,B,val,223,29
4KEL,A,B,train,223,30
4KT3,A,B,train,138,42
4KT3,B,A,train,127,36
4L7X,A,U,test,58,22
4KTS,A,B,train,223,28
4KTU,A,B,train,223,30
4HRR,A,B,train,149,28
4HRR,B,A,train,151,25
4HRR,C,A,train,149,0
4HRR,D,A,train,151,20
4HRR,E,A,train,149,0
4HRR,F,A,train,151,0
4HRR,G,A,train,149,0
4HRR,H,A,train,150,0
4HRT,A,B,train,149,29
4HRT,B,A,train,147,25
4HRT,C,A,train,149,0
4HRT,D,A,train,151,17
4HRT,E,A,train,149,0
4HRT,F,A,train,151,0
4HRT,G,A,train,149,0
4HRT,H,A,train,148,2
4LLD,A,B,val,99,28
4LLD,B,A,val,101,32
4KU0,A,B,train,92,87
4KU0,B,A,train,92,90
4KU0,C,A,train,92,87
4KU0,D,A,train,96,9
4LN2,A,B,train,66,16
4LLQ,A,B,val,99,30
4LLQ,B,A,val,101,25
4LNP,A,B,train,61,16
4LEB,A,B,train,299,22
4L2I,A,B,val,338,95
4L2I,B,A,val,263,89
4M5S,A,B,train,87,22
4M4L,B,A,train,30,22
4M4L,D,A,train,30,4
4M91,A,B,train,153,12
4LP9,A,I,test,330,35
4M0W,A,B,train,317,35
4M0W,B,A,train,76,24
4NB3,A,B,train,123,13
4NB3,B,A,train,122,22
4NMO,A,B,train,87,16
4NMO,B,A,train,87,12
4N6P,A,B,train,335,9
4LMS,A,B,train,80,61
4LMS,B,A,train,161,62
4LMS,C,A,train,68,27
4LMS,D,A,train,162,24
4NMP,A,B,train,87,14
4NMP,B,A,train,87,13
4NMQ,A,B,train,87,14
4NMQ,B,A,train,86,13
4NMT,A,B,train,87,14
4NMT,B,A,train,87,11
4O37,B,A,test,102,22
4NMV,A,B,train,87,17
4NMV,B,A,train,87,12
4NDO,B,A,train,268,57
4NDO,A,B,train,245,64
4L9P,A,B,val,335,99
4L9P,B,A,val,452,106
4O36,B,A,train,101,21
4ODK,A,B,val,153,16
4O6W,A,C,train,217,23
4OHA,A,B,train,242,14
4ONL,A,B,train,140,16
4ONL,B,A,train,149,17
4ONM,A,B,val,140,19
4ONM,B,A,val,149,18
4OEL,A,B,train,283,85
4OEL,B,A,train,69,58
4NZU,L,H,train,211,57
4NZU,H,L,train,223,56
4PK2,A,B,train,188,36
4OB0,A,B,train,202,97
4OB0,B,A,train,228,109
4PK3,A,B,train,188,37
4Q6S,A,B,train,87,11
4Q6S,B,A,train,87,14
4PZ3,A,B,train,150,24
4PZ3,B,A,train,151,28
4QLI,A,B,test,236,18
4QRS,A,B,train,276,42
4QRS,B,A,train,100,34
4QY8,A,B,train,114,23
4QY8,B,A,train,111,21
4KN9,S,L,train,279,86
4KN9,L,S,train,488,86
4KN9,T,S,train,279,0
4KN9,M,S,train,488,17
4QRT,A,B,train,276,43
4QRT,B,A,train,100,34
4QLP,A,B,train,175,63
4QLP,B,A,train,199,57
4PJ2,A,B,train,121,29
4PJ2,B,A,train,123,28
4PJ2,C,A,train,122,8
4PJ2,D,A,train,122,28
4QYO,A,B,test,114,23
4QYO,B,A,test,111,20
4RTV,A,B,test,57,16
4RTY,A,B,train,58,16
4RTZ,A,B,test,61,13
4Q4W,1,2,val,281,53
4Q4W,2,1,val,264,71
4Q4W,3,1,val,234,104
4Q4W,4,1,val,57,26
4RMH,A,B,train,292,8
4RTW,A,B,test,57,14
4RTW,C,A,test,57,17
4RMI,A,B,train,278,15
4RRV,A,B,test,283,21
4R6R,A,B,train,133,16
4R6R,C,A,train,133,11
4R6R,E,A,train,133,8
4R6R,G,A,train,133,1
4U1P,A,B,train,105,21
4TXR,A,B,train,159,23
4TXR,C,B,train,40,0
4TRP,H,L,train,203,47
4TRP,L,H,train,219,49
4TUL,H,L,train,206,45
4TUL,L,H,train,218,45
4U1M,A,B,val,277,47
4U1M,B,A,val,100,32
4U1J,A,B,test,278,44
4U1J,B,A,test,100,32
4U2W,A,B,train,223,26
4UD9,H,I,train,255,16
4UDT,A,B,train,202,54
4UDT,B,A,train,241,66
4UE7,H,I,val,251,16
4UDW,H,I,test,251,17
4UP0,A,F,train,85,18
4UE8,A,B,train,162,43
4UE8,B,A,train,37,31
4UE1,A,B,train,100,25
4UE1,B,A,train,100,30
4UE1,C,A,train,96,12
4UE1,D,A,train,96,6
4UEH,H,I,train,252,16
4UFD,H,I,test,251,8
4UU5,A,B,train,90,17
4W8H,A,D,train,127,8
4U9I,S,L,train,265,98
4U9I,L,S,train,533,108
4U9H,S,L,test,265,100
4U9H,L,S,test,533,110
4WJO,A,B,train,77,16
4WJQ,A,B,train,78,17
4WJQ,C,A,train,76,10
4WIH,A,B,train,350,35
4WX4,A,C,test,201,29
4WW1,A,B,train,197,57
4WW1,B,A,train,241,60
4WZX,A,E,train,87,19
4WY4,A,B,val,64,35
4WY4,B,A,val,58,33
4WY4,C,A,val,78,7
4WY4,D,A,val,65,29
4X3K,A,B,train,64,7
4X3K,B,A,train,64,12
4X5W,A,B,train,181,66
4X5W,B,A,train,188,61
4X33,A,B,test,60,26
4X33,B,A,test,324,32
4TKU,A,B,train,477,122
4TKU,B,A,train,522,108
4TKU,C,A,train,477,0
4TKU,D,A,train,522,34
4X9R,A,B,train,220,25
4X9V,A,B,train,217,23
4XHV,A,B,train,94,20
4XMH,A,B,val,185,11
4WHS,A,F,train,200,6
4WHS,F,A,train,238,5
4WHS,E,A,train,200,5
4WHS,C,A,train,200,4
4WHS,D,A,train,236,1
4WHS,B,A,train,238,91
4XO9,A,B,test,279,46
4UQL,A,B,test,262,0
4UQL,B,A,test,264,0
4UQL,Q,A,test,543,91
4UQL,R,A,test,544,0
4XCF,L,H,val,214,46
4XCF,H,L,val,219,50
4UQP,A,B,train,262,0
4UQP,B,A,train,263,0
4UQP,Q,A,train,543,91
4UQP,R,A,train,544,0
4XOD,A,B,train,279,44
4XOJ,A,B,train,223,26
4XXC,A,C,train,276,41
4XXC,C,A,train,100,32
4Y0Z,E,I,train,223,31
4Y0Z,I,E,train,56,17
4Y10,E,I,train,223,32
4Y10,I,E,train,56,17
4Y0Y,E,I,test,223,38
4Y0Y,I,E,test,58,17
4Y11,E,I,train,223,29
4Y11,I,E,train,56,18
4YSI,A,B,train,138,17
4Y5I,A,B,train,227,8
4Y5I,B,A,train,228,4
4YY6,A,Z,val,102,17
4Y9W,A,B,train,328,31
4YEC,A,B,train,126,55
4YEC,B,A,train,228,63
4Z2O,A,P,train,127,22
4YTW,A,B,train,75,37
4YTW,B,A,train,168,40
4YTW,C,A,train,72,0
4YTW,D,A,train,169,0
4Z8J,A,B,train,96,23
4Z2V,A,P,val,127,21
4Z2V,B,A,val,126,44
4YZU,A,B,val,235,31
4YZU,B,A,val,57,22
4WES,A,B,train,519,81
4WES,B,A,train,458,82
4WES,C,A,train,518,0
4WES,D,A,train,458,30
4ZHB,A,B,test,102,11
4Z0K,A,B,train,234,30
4Z0K,B,A,train,55,20
4ZKN,U,P,train,245,30
4ZKO,U,P,train,247,20
4ZV0,A,B,train,135,42
4ZV0,B,A,train,93,38
4ZAR,A,B,test,279,28
4ZKR,U,P,train,246,16
4YLQ,L,H,train,133,26
4YLQ,H,L,train,249,29
4YLQ,T,L,train,210,50
5A0E,A,B,train,165,11
5A0E,B,A,train,164,15
5A2M,H,I,val,251,16
5A0R,A,B,train,192,19
5A0R,B,A,train,192,24
5AF9,H,I,train,250,17
5A7V,A,B,train,367,25
5A7V,B,A,train,359,31
5AFY,H,I,train,251,16
5AHG,H,I,train,251,16
5AUL,A,B,train,108,21
5B78,A,B,val,119,35
5BXO,A,B,val,160,24
5BXO,B,A,val,163,21
4URH,A,B,train,263,0
4URH,B,A,train,262,0
4URH,C,A,train,264,6
4URH,Q,A,train,544,105
4URH,R,A,train,544,0
4URH,S,A,train,544,0
5BXU,A,B,train,163,22
5AQB,A,B,val,408,24
5AQB,B,A,val,228,25
5C3F,A,B,train,151,26
5C0G,A,B,train,276,42
5C0G,B,A,train,100,30
5CEC,A,B,train,401,34
5CEC,B,A,train,193,37
5CQ2,A,B,val,76,11
5CFA,A,B,train,326,12
5CFA,B,A,train,328,12
5A4F,L,M,test,580,12
5A4F,M,L,test,580,15
5A4F,S,L,test,264,106
5A4F,T,L,test,264,29
5A4I,L,M,train,580,12
5A4I,M,L,train,580,15
5A4I,S,L,train,264,104
5A4I,T,L,train,264,29
5CTV,A,C,train,176,24
5D7F,A,B,train,91,35
5D7F,B,A,train,91,35
5CGQ,A,B,train,268,43
5CGQ,B,A,train,391,38
5ADU,L,M,val,580,13
5ADU,M,L,val,580,16
5ADU,S,L,val,263,104
5ADU,T,L,val,264,30
5DJT,A,B,train,144,29
5DJT,B,A,train,59,18
5E0L,A,C,val,87,22
5CVD,A,B,train,231,10
5CVD,B,A,train,226,9
5E7W,B,A,train,30,21
5E7W,D,A,train,30,5
5E50,A,B,train,111,20
5E50,B,A,train,110,22
5EMA,A,B,test,96,21
5E95,B,A,train,92,14
5E95,A,B,train,168,21
5ENA,B,A,test,30,19
5EMB,A,B,train,96,21
5ELQ,A,P,val,94,22
5ELQ,B,A,val,95,18
5E1D,A,B,val,227,14
5E1D,B,A,val,225,18
5EQ0,A,B,train,55,19
5D1C,A,B,train,364,29
5D1C,B,A,train,364,27
5EP6,A,C,train,36,4
5EP6,C,A,train,35,4
5EP6,B,A,train,46,21
5EP6,D,A,train,46,19
5DC8,A,B,train,363,32
5DC8,B,A,train,363,34
5EUI,A,B,train,134,22
5EUI,B,A,train,146,25
5FFV,A,B,val,111,21
5FFV,B,A,val,108,18
5FOS,A,C,train,225,24
5FOT,A,C,train,225,19
5FOX,A,C,train,222,17
5GH9,A,B,train,113,20
5GJI,A,B,test,107,25
5GJH,A,B,val,97,15
5GJH,C,A,val,96,12
5H5Q,A,B,train,164,18
5GOD,A,B,train,76,15
5GOD,B,A,train,76,16
5FPK,A,C,train,227,18
5H3J,A,B,val,197,47
5H5R,A,B,train,168,22
5I1S,A,B,train,34,9
5I1S,B,A,train,34,6
5A8K,A,B,train,543,25
5A8K,B,A,train,442,47
5A8K,C,A,train,248,64
5A8K,D,A,train,543,139
5A8K,E,A,train,442,56
5A8K,F,A,train,248,20
5I4H,A,B,train,106,39
5I4H,B,A,train,112,50
5I1P,A,B,train,33,7
5I1P,B,A,train,34,4
5I1P,C,A,train,33,0
5I1P,D,A,train,34,0
5I1N,A,B,train,34,7
5I1N,B,A,train,34,3
5I1N,C,A,train,34,0
5I1N,D,A,train,34,2
5IBP,A,B,train,240,23
5I1O,A,B,train,34,6
5I1O,B,A,train,34,7
5I1O,C,A,train,34,0
5I1O,D,A,train,34,0
5IB2,A,B,test,276,41
5IB2,B,A,test,99,32
5IMK,B,A,train,125,19
5IMK,A,B,train,118,25
5A0Y,A,B,train,543,25
5A0Y,B,A,train,442,46
5A0Y,C,A,train,248,60
5A0Y,D,A,train,542,146
5A0Y,E,A,train,442,59
5A0Y,F,A,train,248,30
5IMM,B,A,test,125,24
5IMM,A,B,test,120,30
5IVN,A,B,train,123,30
5INB,A,B,test,293,38
5INB,B,A,test,33,30
5IQN,A,B,test,132,40
5IQN,G,A,test,132,22
5IQO,A,B,train,132,44
5IQO,C,A,train,132,20
5JB8,E,S,train,51,19
5JB8,S,E,train,235,30
5JB9,E,S,val,51,21
5JB9,S,E,val,235,30
5JBA,E,S,train,51,23
5JBA,S,E,train,235,31
5JBT,A,X,val,224,21
5JBT,Y,A,val,38,14
5IZ3,A,B,test,316,53
5IZ3,B,A,test,315,56
5J1S,A,B,train,277,42
5J1S,B,A,train,235,39
5J1S,C,A,train,123,15
5J1T,A,B,val,277,45
5J1T,B,A,val,235,44
5J1T,C,A,val,121,14
5JFD,L,H,train,31,27
5JFD,H,L,train,252,39
5JDI,A,B,train,249,38
5JDI,B,A,train,247,38
5JDI,C,A,train,239,46
5JDI,D,A,train,248,14
5JSH,A,B,train,283,93
5JSH,B,A,train,481,100
5K4F,A,C,train,87,18
5K4F,B,A,train,87,12
5JSK,A,B,train,283,90
5JSK,B,A,train,481,101
5JSY,A,B,val,283,91
5JSY,B,A,val,482,100
5JSU,A,B,train,283,88
5JSU,B,A,train,481,98
5JT1,A,B,train,283,88
5JT1,B,A,train,483,99
5JZY,H,L,test,250,39
5KWN,A,U,train,306,25
5KYC,B,C,train,340,40
5KYC,C,B,train,76,30
5KXH,A,B,train,350,36
5KXH,B,A,train,38,23
5KYF,B,C,train,340,59
5KYF,C,B,train,76,39
5KVG,E,L,train,107,15
5KVG,L,E,train,214,19
5KVG,H,E,train,218,16
5KVF,E,L,test,105,21
5KVF,L,E,test,220,13
5KVF,H,E,test,220,12
5L20,A,B,test,116,54
5L20,B,A,test,223,67
5LCE,H,L,val,250,27
5L0S,A,B,test,356,26
5L0S,B,A,test,39,23
5L0T,A,B,train,356,25
5L0T,B,A,train,40,23
5LCP,A,B,train,350,36
5L0V,A,B,train,356,30
5L0V,B,A,train,40,23
5LXI,D,B,train,117,8
5LXI,B,D,train,116,6
5LCQ,A,B,test,350,36
5LS7,B,A,train,128,2
5LS7,D,A,train,100,48
5M2O,A,B,train,137,29
5M2O,B,A,train,74,21
5JRD,S,L,train,264,94
5JRD,L,S,train,580,105
5JRD,T,S,train,264,19
5JRD,M,S,train,580,22
5M6V,A,B,val,350,38
5M9O,A,B,val,216,16
5M13,A,B,train,366,25
5M13,B,A,train,126,22
5LZH,A,B,train,101,32
5LZH,B,A,train,101,30
5LZH,C,A,train,103,0
5LZH,D,A,train,101,0
5LZH,E,A,train,103,32
5M6Y,A,B,train,350,40
5G0R,A,B,train,543,25
5G0R,B,A,train,442,47
5G0R,C,A,train,248,60
5G0R,D,A,train,542,135
5G0R,E,A,train,442,58
5G0R,F,A,train,248,25
5MHC,A,P,val,235,29
5MJT,L,H,val,31,27
5MJT,H,L,val,250,41
5MA4,B,A,train,229,61
5MA4,A,B,train,294,55
5MFI,A,B,train,239,13
5MFI,B,A,train,240,20
5MM6,H,L,train,251,35
5MYC,A,P,train,236,34
5MXO,A,P,train,223,17
5MY9,A,P,train,236,18
5MVV,A,G,train,350,26
5MVV,G,A,train,125,30
5N1M,A,B,val,347,34
5N1N,A,B,test,348,33
5MDL,L,S,test,600,101
5MDL,S,L,test,269,97
5N1Y,A,B,train,277,37
5N1Y,B,A,train,100,32
5N33,A,B,train,347,36
5N0O,A,B,train,365,142
5N0O,B,A,train,360,141
5N5W,A,P,test,229,35
5N39,A,B,train,347,34
5N3A,A,B,train,349,31
5LMM,S,L,train,264,94
5LMM,L,S,train,580,108
5LMM,T,S,train,264,21
5LMM,M,S,train,580,21
5N7U,A,B,train,350,33
5LRY,S,L,test,263,94
5LRY,L,S,test,580,105
5LRY,T,S,test,263,21
5LRY,M,S,test,580,21
5N8A,A,X,train,121,15
5N7Q,A,B,test,337,15
5N7Q,B,A,test,337,18
5N8W,A,B,train,121,50
5N8W,B,A,train,121,51
5N8J,A,B,val,122,12
5N8J,B,A,val,120,12
5N8J,C,A,val,120,49
5N8J,D,A,val,120,7
5N8E,A,B,train,119,5
5N8E,B,A,train,122,5
5N8E,C,A,train,121,8
5N8E,D,A,train,120,45
5N8B,A,E,train,121,29
5N8B,B,A,train,120,8
5N8B,D,A,train,125,49
5N8B,G,A,train,121,5
5N9C,A,B,val,113,15
5N9C,B,A,val,110,16
5ND0,A,B,test,109,13
5ND0,B,A,test,109,12
5NGQ,A,B,test,114,8
5NGQ,B,A,test,114,7
5NGQ,C,A,test,114,37
5NGQ,D,A,test,114,13
5N4B,A,B,val,722,30
5N4B,B,A,val,722,29
5N7X,A,B,train,122,0
5N7X,B,A,train,121,0
5N7X,E,A,train,122,48
5N7X,F,A,train,122,0
5N7X,H,A,train,122,13
5N7X,K,A,train,122,9
5N7X,M,A,train,121,0
5N7X,O,A,train,122,4
5N89,A,B,test,121,7
5N89,B,A,test,122,6
5N89,D,A,test,122,47
5N89,F,A,test,122,11
5N89,H,A,test,122,0
5N89,K,A,test,119,2
5N89,M,A,test,122,0
5N89,O,A,test,120,0
5NI9,A,B,train,179,64
5NI9,B,A,train,193,55
5NIG,A,B,train,180,65
5NIG,B,A,train,197,53
5NHU,L,H,test,36,27
5NHU,H,L,test,252,43
5NHU,B,L,test,33,6
5NHU,A,L,test,251,7
5NHU,C,L,test,249,0
5NI3,A,B,train,224,13
5NI3,B,A,train,228,11
5NI3,C,A,train,228,13
5NI3,D,A,train,224,16
5NNE,A,C,test,125,20
5NNF,A,B,train,126,20
5NNG,A,B,train,127,11
5N6Y,A,E,train,473,47
5N6Y,E,A,train,464,39
5N6Y,C,A,train,112,42
5N6Y,D,A,train,473,0
5N6Y,B,A,train,464,89
5N6Y,F,A,train,111,0
5NPZ,A,B,train,277,43
5NPZ,B,A,train,99,33
5NQ0,A,B,test,275,42
5NQ0,B,A,test,99,28
5NRM,A,B,test,141,26
5NRM,B,A,test,66,18
5NRK,A,B,train,143,25
5NRK,B,A,train,68,16
5NRK,C,A,train,143,0
5NRK,D,A,train,67,13
5NT7,B,A,train,153,29
5NT7,A,B,train,92,25
5NT7,C,B,train,92,0
5NT7,D,B,train,153,0
5NWD,A,H,test,161,81
5NWD,H,A,test,47,42
5NWD,B,A,test,162,15
5NWD,I,A,test,47,3
5NWG,A,H,train,160,83
5NWG,H,A,train,47,43
5NWG,B,A,train,162,17
5NWG,I,A,train,47,3
5NUE,A,B,val,331,54
5NUE,B,A,val,329,49
5NUE,C,A,val,330,17
5O45,A,B,val,129,21
5OB0,A,B,train,57,16
5OAV,A,B,val,57,12
5OAV,C,A,val,57,0
5NJ9,A,B,train,480,79
5NJ9,B,A,train,443,78
5NJ9,C,A,train,480,0
5NJ9,D,A,train,442,0
5OB1,A,B,train,57,16
5NJA,A,B,test,480,81
5NJA,B,A,test,443,83
5NJA,C,A,test,480,0
5NJA,D,A,test,444,0
5NJC,A,B,val,479,72
5NJC,B,A,val,443,76
5NJC,C,A,val,480,0
5NJC,D,A,val,442,0
5OJ5,A,B,train,310,11
5OK6,A,B,train,219,29
5OK6,B,A,train,217,20
5ONP,A,B,train,316,19
5ONQ,A,B,val,316,18
5NJF,A,B,val,476,77
5NJF,B,A,val,444,78
5NJF,C,A,val,480,0
5NJF,D,A,val,445,0
5ONR,A,B,train,316,15
5OVV,A,B,train,99,20
5OOV,A,B,test,157,34
5OOV,B,A,test,129,30
5OXZ,A,B,val,90,47
5OXZ,B,A,val,33,32
5PAE,A,B,train,56,28
5PAE,B,A,train,247,27
5OUC,A,E,train,349,33
5PAV,A,C,train,58,31
5PAV,C,A,train,249,30
5PAG,A,B,train,57,29
5PAG,B,A,train,247,28
5PAO,A,C,train,56,29
5PAO,C,A,train,247,27
5PAX,A,C,test,58,29
5PAX,C,A,test,250,30
5OL4,A,B,train,99,6
5OL4,B,A,train,122,5
5OL4,C,A,train,569,20
5QU2,A,B,train,56,10
5QU2,B,A,train,56,14
5PB2,A,C,train,58,28
5PB2,C,A,train,250,28
5QY9,A,B,val,257,10
5QY9,B,A,val,300,8
5QY2,A,B,val,257,9
5QY2,B,A,val,300,8
5QYZ,A,B,train,237,9
5QYZ,B,A,train,300,8
5QZ6,A,B,train,237,9
5QZ6,B,A,train,300,8
5QZ9,A,B,test,237,9
5QZ9,B,A,test,300,8
5QZN,A,B,val,237,9
5QZN,B,A,val,300,8
5R42,B,A,train,131,14
5R42,C,A,train,96,5
5R43,B,A,train,131,18
5R43,C,A,train,97,7
5QZO,A,B,train,237,9
5QZO,B,A,train,300,8
5QZW,A,B,train,237,9
5QZW,B,A,train,300,8
5R0D,A,B,train,237,9
5R0D,B,A,train,300,8
5R04,A,B,train,237,9
5R04,B,A,train,300,8
5R46,B,A,val,131,14
5R46,C,A,val,95,5
5R44,B,A,train,131,14
5R44,C,A,train,96,4
5R45,B,A,test,131,18
5R45,C,A,test,97,5
5R47,B,A,train,131,19
5R47,C,A,train,97,7
5R48,B,A,train,131,14
5R48,C,A,train,95,4
5R4A,B,A,val,131,16
5R4A,C,A,val,95,4
5R4C,B,A,val,131,14
5R4C,C,A,val,95,4
5R4B,B,A,train,131,16
5R4B,C,A,train,97,6
5R49,B,A,train,131,19
5R49,C,A,train,97,7
5R4D,B,A,train,131,19
5R4D,C,A,train,97,6
5ST4,A,B,train,237,10
5ST4,B,A,train,300,8
